date,tokenproduced,tokenconsumed,tokenleft,WaitingTime,Count
2000-06-18,0,0,11,5316 days 00:00:00,11
2000-06-19,2,1,12,6051 days 00:00:00,13
2000-06-20,0,0,12,6017 days 00:00:00,12
2000-06-21,0,0,12,6017 days 00:00:00,12
2000-06-22,0,0,12,6017 days 00:00:00,12
2000-06-23,0,0,12,6017 days 00:00:00,12
2000-06-24,1,0,13,6671 days 00:00:00,13
2000-06-25,2,0,15,7977 days 00:00:00,15
2000-06-26,2,0,17,9281 days 00:00:00,17
2000-06-27,2,0,19,10583 days 00:00:00,19
2000-06-28,0,0,19,10583 days 00:00:00,19
2000-06-29,0,0,19,10583 days 00:00:00,19
2000-06-30,0,0,19,10583 days 00:00:00,19
2000-07-01,0,0,19,10583 days 00:00:00,19
2000-07-02,0,0,19,10583 days 00:00:00,19
2000-07-03,0,0,19,10583 days 00:00:00,19
2000-07-04,0,0,19,10583 days 00:00:00,19
2000-07-05,0,0,19,10583 days 00:00:00,19
2000-07-06,0,0,19,10583 days 00:00:00,19
2000-07-07,1,0,20,11224 days 00:00:00,20
2000-07-08,1,0,21,11864 days 00:00:00,21
2000-07-09,3,0,24,13149 days 00:00:00,24
2000-07-10,1,0,25,13787 days 00:00:00,25
2000-07-11,0,0,25,13787 days 00:00:00,25
2000-07-12,0,0,25,13787 days 00:00:00,25
2000-07-13,0,0,25,13787 days 00:00:00,25
2000-07-14,0,0,25,13787 days 00:00:00,25
2000-07-15,0,0,25,13787 days 00:00:00,25
2000-07-16,0,1,24,13787 days 00:00:00,25
2000-07-17,0,0,24,13780 days 00:00:00,24
2000-07-18,0,0,24,13780 days 00:00:00,24
2000-07-19,0,0,24,13780 days 00:00:00,24
2000-07-20,0,0,24,13780 days 00:00:00,24
2000-07-21,0,0,24,13780 days 00:00:00,24
2000-07-22,0,0,24,13780 days 00:00:00,24
2000-07-23,1,0,25,14405 days 00:00:00,25
2000-07-24,0,0,25,14405 days 00:00:00,25
2000-07-25,0,0,25,14405 days 00:00:00,25
2000-07-26,0,0,25,14405 days 00:00:00,25
2000-07-27,0,0,25,14405 days 00:00:00,25
2000-07-28,0,0,25,14405 days 00:00:00,25
2000-07-29,0,0,25,14405 days 00:00:00,25
2000-07-30,0,0,25,14405 days 00:00:00,25
2000-07-31,0,0,25,14405 days 00:00:00,25
2000-08-01,0,0,25,14405 days 00:00:00,25
2000-08-02,0,0,25,14405 days 00:00:00,25
2000-08-03,0,0,25,14405 days 00:00:00,25
2000-08-04,0,0,25,14405 days 00:00:00,25
2000-08-05,0,0,25,14405 days 00:00:00,25
2000-08-06,0,0,25,14405 days 00:00:00,25
2000-08-07,0,0,25,14405 days 00:00:00,25
2000-08-08,0,0,25,14405 days 00:00:00,25
2000-08-09,0,0,25,14405 days 00:00:00,25
2000-08-10,0,0,25,14405 days 00:00:00,25
2000-08-11,0,0,25,14405 days 00:00:00,25
2000-08-12,1,0,26,15010 days 00:00:00,26
2000-08-13,0,0,26,15010 days 00:00:00,26
2000-08-14,0,0,26,15010 days 00:00:00,26
2000-08-15,1,0,27,15612 days 00:00:00,27
2000-08-16,0,0,27,15612 days 00:00:00,27
2000-08-17,2,0,29,16812 days 00:00:00,29
2000-08-18,0,0,29,16812 days 00:00:00,29
2000-08-19,0,0,29,16812 days 00:00:00,29
2000-08-20,0,0,29,16812 days 00:00:00,29
2000-08-21,0,0,29,16812 days 00:00:00,29
2000-08-22,1,0,30,17407 days 00:00:00,30
2000-08-23,0,0,30,17407 days 00:00:00,30
2000-08-24,0,0,30,17407 days 00:00:00,30
2000-08-25,0,0,30,17407 days 00:00:00,30
2000-08-26,0,0,30,17407 days 00:00:00,30
2000-08-27,0,0,30,17407 days 00:00:00,30
2000-08-28,0,0,30,17407 days 00:00:00,30
2000-08-29,1,0,31,17497 days 01:00:00,31
2000-08-30,1,0,32,18084 days 01:00:00,32
2000-08-31,2,0,34,19256 days 01:00:00,34
2000-09-01,0,0,34,19256 days 01:00:00,34
2000-09-02,0,0,34,19256 days 01:00:00,34
2000-09-03,0,1,33,19256 days 01:00:00,34
2000-09-04,1,0,34,19181 days 01:00:00,34
2000-09-05,0,1,33,19181 days 01:00:00,34
2000-09-06,1,0,34,19760 days 01:00:00,34
2000-09-07,1,0,35,20339 days 01:00:00,35
2000-09-08,0,0,35,20339 days 01:00:00,35
2000-09-09,0,0,35,20339 days 01:00:00,35
2000-09-10,0,0,35,20339 days 01:00:00,35
2000-09-11,0,0,35,20339 days 01:00:00,35
2000-09-12,0,0,35,20339 days 01:00:00,35
2000-09-13,0,0,35,20339 days 01:00:00,35
2000-09-14,0,0,35,20339 days 01:00:00,35
2000-09-15,0,0,35,20339 days 01:00:00,35
2000-09-16,1,0,36,20909 days 01:00:00,36
2000-09-17,0,0,36,20909 days 01:00:00,36
2000-09-18,0,0,36,20909 days 01:00:00,36
2000-09-19,0,0,36,20909 days 01:00:00,36
2000-09-20,0,0,36,20909 days 01:00:00,36
2000-09-21,0,0,36,20909 days 01:00:00,36
2000-09-22,1,0,37,21473 days 01:00:00,37
2000-09-23,0,0,37,21473 days 01:00:00,37
2000-09-24,0,0,37,21473 days 01:00:00,37
2000-09-25,1,0,38,22034 days 01:00:00,38
2000-09-26,0,0,38,22034 days 01:00:00,38
2000-09-27,0,0,38,22034 days 01:00:00,38
2000-09-28,0,0,38,22034 days 01:00:00,38
2000-09-29,0,0,38,22034 days 01:00:00,38
2000-09-30,0,0,38,22034 days 01:00:00,38
2000-10-01,1,0,39,22589 days 01:00:00,39
2000-10-02,2,0,41,23697 days 01:00:00,41
2000-10-03,0,0,41,23697 days 01:00:00,41
2000-10-04,1,0,42,24249 days 01:00:00,42
2000-10-05,0,0,42,24249 days 01:00:00,42
2000-10-06,0,0,42,24249 days 01:00:00,42
2000-10-07,0,0,42,24249 days 01:00:00,42
2000-10-08,0,0,42,24249 days 01:00:00,42
2000-10-09,0,0,42,24249 days 01:00:00,42
2000-10-10,0,0,42,24249 days 01:00:00,42
2000-10-11,0,0,42,24249 days 01:00:00,42
2000-10-12,0,0,42,24249 days 01:00:00,42
2000-10-13,0,0,42,24249 days 01:00:00,42
2000-10-14,0,0,42,24249 days 01:00:00,42
2000-10-15,0,0,42,24249 days 01:00:00,42
2000-10-16,0,0,42,24249 days 01:00:00,42
2000-10-17,0,0,42,24249 days 01:00:00,42
2000-10-18,0,0,42,24249 days 01:00:00,42
2000-10-19,0,0,42,24249 days 01:00:00,42
2000-10-20,0,0,42,24249 days 01:00:00,42
2000-10-21,0,0,42,24249 days 01:00:00,42
2000-10-22,1,0,43,24783 days 01:00:00,43
2000-10-23,0,0,43,24783 days 01:00:00,43
2000-10-24,0,0,43,24783 days 01:00:00,43
2000-10-25,0,0,43,24783 days 01:00:00,43
2000-10-26,0,0,43,24783 days 01:00:00,43
2000-10-27,0,0,43,24783 days 01:00:00,43
2000-10-28,0,0,43,24783 days 01:00:00,43
2000-10-29,0,0,43,24783 days 01:00:00,43
2000-10-30,0,0,43,24783 days 01:00:00,43
2000-10-31,0,0,43,24783 days 01:00:00,43
2000-11-01,0,0,43,24783 days 01:00:00,43
2000-11-02,0,0,43,24783 days 01:00:00,43
2000-11-03,0,0,43,24783 days 01:00:00,43
2000-11-04,0,0,43,24783 days 01:00:00,43
2000-11-05,0,0,43,24783 days 01:00:00,43
2000-11-06,1,0,44,25302 days 00:00:00,44
2000-11-07,0,0,44,25302 days 00:00:00,44
2000-11-08,0,0,44,25302 days 00:00:00,44
2000-11-09,1,0,45,25356 days 00:00:00,45
2000-11-10,1,0,46,25870 days 23:00:00,46
2000-11-11,0,0,46,25870 days 23:00:00,46
2000-11-12,1,0,47,25893 days 23:00:00,47
2000-11-13,3,0,50,27429 days 20:00:00,50
2000-11-14,0,0,50,27429 days 20:00:00,50
2000-11-15,1,0,51,27939 days 19:00:00,51
2000-11-16,1,0,52,28448 days 18:00:00,52
2000-11-17,1,0,53,28956 days 17:00:00,53
2000-11-18,0,0,53,28956 days 17:00:00,53
2000-11-19,2,0,55,29968 days 15:00:00,55
2000-11-20,0,0,55,29968 days 15:00:00,55
2000-11-21,2,0,57,30976 days 13:00:00,57
2000-11-22,1,0,58,31479 days 12:00:00,58
2000-11-23,2,0,60,32483 days 10:00:00,60
2000-11-24,0,0,60,32483 days 10:00:00,60
2000-11-25,0,0,60,32483 days 10:00:00,60
2000-11-26,1,0,61,32982 days 09:00:00,61
2000-11-27,0,1,60,32982 days 09:00:00,61
2000-11-28,1,0,61,33389 days 07:00:00,61
2000-11-29,4,0,65,33626 days 07:00:00,65
2000-11-30,0,0,65,33626 days 07:00:00,65
2000-12-01,1,0,66,34120 days 06:00:00,66
2000-12-02,0,0,66,34120 days 06:00:00,66
2000-12-03,1,0,67,34612 days 05:00:00,67
2000-12-04,7,0,74,38048 days 22:00:00,74
2000-12-05,1,1,74,38051 days 22:00:00,75
2000-12-06,0,0,74,38028 days 22:00:00,74
2000-12-07,0,0,74,38028 days 22:00:00,74
2000-12-08,0,1,73,38028 days 22:00:00,74
2000-12-09,0,0,73,38025 days 22:00:00,73
2000-12-10,1,0,74,38510 days 21:00:00,74
2000-12-11,1,0,75,38994 days 20:00:00,75
2000-12-12,0,0,75,38994 days 20:00:00,75
2000-12-13,0,0,75,38994 days 20:00:00,75
2000-12-14,2,0,77,39956 days 18:00:00,77
2000-12-15,1,0,78,40436 days 17:00:00,78
2000-12-16,0,0,78,40436 days 17:00:00,78
2000-12-17,3,0,81,41870 days 14:00:00,81
2000-12-18,1,0,82,42347 days 13:00:00,82
2000-12-19,0,0,82,42347 days 13:00:00,82
2000-12-20,0,0,82,42347 days 13:00:00,82
2000-12-21,1,0,83,42821 days 12:00:00,83
2000-12-22,2,0,85,43767 days 10:00:00,85
2000-12-23,0,0,85,43767 days 10:00:00,85
2000-12-24,0,0,85,43767 days 10:00:00,85
2000-12-25,1,0,86,44237 days 09:00:00,86
2000-12-26,1,0,87,44706 days 08:00:00,87
2000-12-27,0,0,87,44706 days 08:00:00,87
2000-12-28,0,0,87,44706 days 08:00:00,87
2000-12-29,0,0,87,44706 days 08:00:00,87
2000-12-30,0,0,87,44706 days 08:00:00,87
2000-12-31,2,0,89,45634 days 06:00:00,89
2001-01-01,0,0,89,45634 days 06:00:00,89
2001-01-02,0,1,88,45634 days 06:00:00,89
2001-01-03,0,0,88,45580 days 06:00:00,88
2001-01-04,1,0,89,46040 days 05:00:00,89
2001-01-05,0,0,89,46040 days 05:00:00,89
2001-01-06,2,0,91,46956 days 03:00:00,91
2001-01-07,0,0,91,46956 days 03:00:00,91
2001-01-08,0,0,91,46956 days 03:00:00,91
2001-01-09,1,1,91,47411 days 02:00:00,92
2001-01-10,0,0,91,47370 days 02:00:00,91
2001-01-11,0,0,91,47370 days 02:00:00,91
2001-01-12,0,0,91,47370 days 02:00:00,91
2001-01-13,0,0,91,47370 days 02:00:00,91
2001-01-14,1,1,91,47820 days 01:00:00,92
2001-01-15,1,0,92,48223 days 00:00:00,92
2001-01-16,0,0,92,48223 days 00:00:00,92
2001-01-17,0,0,92,48223 days 00:00:00,92
2001-01-18,2,0,94,49114 days 22:00:00,94
2001-01-19,1,0,95,49559 days 21:00:00,95
2001-01-20,1,0,96,50003 days 20:00:00,96
2001-01-21,1,0,97,50446 days 19:00:00,97
2001-01-22,0,0,97,50446 days 19:00:00,97
2001-01-23,0,1,96,50446 days 19:00:00,97
2001-01-24,0,0,96,50391 days 19:00:00,96
2001-01-25,1,0,97,50830 days 18:00:00,97
2001-01-26,0,0,97,50830 days 18:00:00,97
2001-01-27,0,0,97,50830 days 18:00:00,97
2001-01-28,1,0,98,51266 days 17:00:00,98
2001-01-29,0,0,98,51266 days 17:00:00,98
2001-01-30,0,0,98,51266 days 17:00:00,98
2001-01-31,0,0,98,51266 days 17:00:00,98
2001-02-01,0,0,98,51266 days 17:00:00,98
2001-02-02,1,0,99,51697 days 16:00:00,99
2001-02-03,1,0,100,52127 days 15:00:00,100
2001-02-04,2,0,102,52985 days 13:00:00,102
2001-02-05,0,0,102,52985 days 13:00:00,102
2001-02-06,0,0,102,52985 days 13:00:00,102
2001-02-07,1,0,103,53411 days 12:00:00,103
2001-02-08,0,0,103,53411 days 12:00:00,103
2001-02-09,1,0,104,53835 days 11:00:00,104
2001-02-10,0,0,104,53835 days 11:00:00,104
2001-02-11,1,0,105,54257 days 10:00:00,105
2001-02-12,0,0,105,54257 days 10:00:00,105
2001-02-13,0,0,105,54257 days 10:00:00,105
2001-02-14,0,0,105,54257 days 10:00:00,105
2001-02-15,1,0,106,54289 days 10:00:00,106
2001-02-16,0,0,106,54289 days 10:00:00,106
2001-02-17,0,0,106,54289 days 10:00:00,106
2001-02-18,0,0,106,54289 days 10:00:00,106
2001-02-19,0,0,106,54289 days 10:00:00,106
2001-02-20,0,0,106,54289 days 10:00:00,106
2001-02-21,0,0,106,54289 days 10:00:00,106
2001-02-22,0,0,106,54289 days 10:00:00,106
2001-02-23,0,0,106,54289 days 10:00:00,106
2001-02-24,0,0,106,54289 days 10:00:00,106
2001-02-25,0,0,106,54289 days 10:00:00,106
2001-02-26,0,0,106,54289 days 10:00:00,106
2001-02-27,1,0,107,54695 days 09:00:00,107
2001-02-28,0,0,107,54695 days 09:00:00,107
2001-03-01,0,0,107,54695 days 09:00:00,107
2001-03-02,0,0,107,54695 days 09:00:00,107
2001-03-03,0,0,107,54695 days 09:00:00,107
2001-03-04,0,1,106,54695 days 09:00:00,107
2001-03-05,1,0,107,54616 days 09:00:00,107
2001-03-06,0,0,107,54616 days 09:00:00,107
2001-03-07,0,0,107,54616 days 09:00:00,107
2001-03-08,0,0,107,54616 days 09:00:00,107
2001-03-09,2,0,109,55408 days 07:00:00,109
2001-03-10,0,0,109,55408 days 07:00:00,109
2001-03-11,0,0,109,55408 days 07:00:00,109
2001-03-12,0,0,109,55408 days 07:00:00,109
2001-03-13,0,0,109,55408 days 07:00:00,109
2001-03-14,0,0,109,55408 days 07:00:00,109
2001-03-15,0,0,109,55408 days 07:00:00,109
2001-03-16,1,0,110,55797 days 06:00:00,110
2001-03-17,0,0,110,55797 days 06:00:00,110
2001-03-18,1,0,111,56184 days 05:00:00,111
2001-03-19,3,1,113,57342 days 02:00:00,114
2001-03-20,1,0,114,57695 days 01:00:00,114
2001-03-21,0,1,113,57695 days 01:00:00,114
2001-03-22,1,0,114,58062 days 00:00:00,114
2001-03-23,0,0,114,58062 days 00:00:00,114
2001-03-24,0,0,114,58062 days 00:00:00,114
2001-03-25,0,0,114,58062 days 00:00:00,114
2001-03-26,0,0,114,58062 days 00:00:00,114
2001-03-27,0,0,114,58062 days 00:00:00,114
2001-03-28,0,0,114,58062 days 00:00:00,114
2001-03-29,0,0,114,58062 days 00:00:00,114
2001-03-30,0,0,114,58062 days 00:00:00,114
2001-03-31,0,0,114,58062 days 00:00:00,114
2001-04-01,0,0,114,58062 days 00:00:00,114
2001-04-02,0,0,114,58062 days 00:00:00,114
2001-04-03,0,0,114,58062 days 00:00:00,114
2001-04-04,0,0,114,58062 days 00:00:00,114
2001-04-05,0,0,114,58062 days 00:00:00,114
2001-04-06,0,0,114,58062 days 00:00:00,114
2001-04-07,0,0,114,58062 days 00:00:00,114
2001-04-08,0,0,114,58062 days 00:00:00,114
2001-04-09,0,4,110,58062 days 00:00:00,114
2001-04-10,0,0,110,56783 days 00:00:00,110
2001-04-11,0,0,110,56783 days 00:00:00,110
2001-04-12,0,0,110,56783 days 00:00:00,110
2001-04-13,1,0,111,57144 days 00:00:00,111
2001-04-14,0,0,111,57144 days 00:00:00,111
2001-04-15,0,0,111,57144 days 00:00:00,111
2001-04-16,0,0,111,57144 days 00:00:00,111
2001-04-17,0,0,111,57144 days 00:00:00,111
2001-04-18,0,0,111,57144 days 00:00:00,111
2001-04-19,0,0,111,57144 days 00:00:00,111
2001-04-20,0,0,111,57144 days 00:00:00,111
2001-04-21,0,0,111,57144 days 00:00:00,111
2001-04-22,1,0,112,57496 days 00:00:00,112
2001-04-23,0,0,112,57496 days 00:00:00,112
2001-04-24,0,0,112,57496 days 00:00:00,112
2001-04-25,0,0,112,57496 days 00:00:00,112
2001-04-26,0,0,112,57496 days 00:00:00,112
2001-04-27,1,0,113,57843 days 00:00:00,113
2001-04-28,0,0,113,57843 days 00:00:00,113
2001-04-29,0,0,113,57843 days 00:00:00,113
2001-04-30,0,0,113,57843 days 00:00:00,113
2001-05-01,0,0,113,57843 days 00:00:00,113
2001-05-02,0,0,113,57843 days 00:00:00,113
2001-05-03,0,0,113,57843 days 00:00:00,113
2001-05-04,0,0,113,57843 days 00:00:00,113
2001-05-05,1,0,114,57844 days 00:00:00,114
2001-05-06,0,1,113,57844 days 00:00:00,114
2001-05-07,0,0,113,57843 days 00:00:00,113
2001-05-08,1,0,114,57862 days 00:00:00,114
2001-05-09,0,0,114,57862 days 00:00:00,114
2001-05-10,0,0,114,57862 days 00:00:00,114
2001-05-11,0,0,114,57862 days 00:00:00,114
2001-05-12,0,0,114,57862 days 00:00:00,114
2001-05-13,0,0,114,57862 days 00:00:00,114
2001-05-14,0,0,114,57862 days 00:00:00,114
2001-05-15,1,0,115,58191 days 00:00:00,115
2001-05-16,0,0,115,58191 days 00:00:00,115
2001-05-17,0,0,115,58191 days 00:00:00,115
2001-05-18,0,0,115,58191 days 00:00:00,115
2001-05-19,0,0,115,58191 days 00:00:00,115
2001-05-20,0,0,115,58191 days 00:00:00,115
2001-05-21,0,0,115,58191 days 00:00:00,115
2001-05-22,0,0,115,58191 days 00:00:00,115
2001-05-23,0,0,115,58191 days 00:00:00,115
2001-05-24,0,0,115,58191 days 00:00:00,115
2001-05-25,0,0,115,58191 days 00:00:00,115
2001-05-26,0,0,115,58191 days 00:00:00,115
2001-05-27,0,1,114,58191 days 00:00:00,115
2001-05-28,0,0,114,58172 days 00:00:00,114
2001-05-29,0,0,114,58172 days 00:00:00,114
2001-05-30,0,0,114,58172 days 00:00:00,114
2001-05-31,0,0,114,58172 days 00:00:00,114
2001-06-01,0,0,114,58172 days 00:00:00,114
2001-06-02,0,0,114,58172 days 00:00:00,114
2001-06-03,0,0,114,58172 days 00:00:00,114
2001-06-04,0,0,114,58172 days 00:00:00,114
2001-06-05,0,0,114,58172 days 00:00:00,114
2001-06-06,1,0,115,58191 days 00:00:00,115
2001-06-07,0,0,115,58191 days 00:00:00,115
2001-06-08,0,0,115,58191 days 00:00:00,115
2001-06-09,0,0,115,58191 days 00:00:00,115
2001-06-10,0,0,115,58191 days 00:00:00,115
2001-06-11,0,0,115,58191 days 00:00:00,115
2001-06-12,0,0,115,58191 days 00:00:00,115
2001-06-13,0,0,115,58191 days 00:00:00,115
2001-06-14,0,0,115,58191 days 00:00:00,115
2001-06-15,0,0,115,58191 days 00:00:00,115
2001-06-16,0,0,115,58191 days 00:00:00,115
2001-06-17,0,0,115,58191 days 00:00:00,115
2001-06-18,0,0,115,58191 days 00:00:00,115
2001-06-19,0,0,115,58191 days 00:00:00,115
2001-06-20,0,0,115,58191 days 00:00:00,115
2001-06-21,0,0,115,58191 days 00:00:00,115
2001-06-22,0,0,115,58191 days 00:00:00,115
2001-06-23,0,0,115,58191 days 00:00:00,115
2001-06-24,0,0,115,58191 days 00:00:00,115
2001-06-25,0,1,114,58191 days 00:00:00,115
2001-06-26,0,0,114,58172 days 00:00:00,114
2001-06-27,0,0,114,58172 days 00:00:00,114
2001-06-28,0,0,114,58172 days 00:00:00,114
2001-06-29,0,0,114,58172 days 00:00:00,114
2001-06-30,0,0,114,58172 days 00:00:00,114
2001-07-01,0,0,114,58172 days 00:00:00,114
2001-07-02,0,0,114,58172 days 00:00:00,114
2001-07-03,1,0,115,58191 days 00:00:00,115
2001-07-04,0,0,115,58191 days 00:00:00,115
2001-07-05,0,0,115,58191 days 00:00:00,115
2001-07-06,0,0,115,58191 days 00:00:00,115
2001-07-07,0,0,115,58191 days 00:00:00,115
2001-07-08,0,0,115,58191 days 00:00:00,115
2001-07-09,0,0,115,58191 days 00:00:00,115
2001-07-10,0,0,115,58191 days 00:00:00,115
2001-07-11,0,0,115,58191 days 00:00:00,115
2001-07-12,0,0,115,58191 days 00:00:00,115
2001-07-13,0,0,115,58191 days 00:00:00,115
2001-07-14,2,0,117,58802 days 01:00:00,117
2001-07-15,0,0,117,58802 days 01:00:00,117
2001-07-16,1,0,118,59344 days 02:00:00,118
2001-07-17,0,0,118,59344 days 02:00:00,118
2001-07-18,2,0,120,59386 days 02:00:00,120
2001-07-19,0,0,120,59386 days 02:00:00,120
2001-07-20,1,0,121,59924 days 03:00:00,121
2001-07-21,1,0,122,60461 days 04:00:00,122
2001-07-22,1,1,122,60997 days 05:00:00,123
2001-07-23,0,0,122,60978 days 05:00:00,122
2001-07-24,0,0,122,60978 days 05:00:00,122
2001-07-25,1,0,123,61511 days 06:00:00,123
2001-07-26,0,0,123,61511 days 06:00:00,123
2001-07-27,0,0,123,61511 days 06:00:00,123
2001-07-28,1,0,124,61620 days 07:00:00,124
2001-07-29,1,0,125,62149 days 08:00:00,125
2001-07-30,0,0,125,62149 days 08:00:00,125
2001-07-31,0,0,125,62149 days 08:00:00,125
2001-08-01,0,0,125,62149 days 08:00:00,125
2001-08-02,0,0,125,62149 days 08:00:00,125
2001-08-03,0,0,125,62149 days 08:00:00,125
2001-08-04,3,0,128,63718 days 11:00:00,128
2001-08-05,0,0,128,63718 days 11:00:00,128
2001-08-06,0,0,128,63718 days 11:00:00,128
2001-08-07,1,1,128,64238 days 12:00:00,129
2001-08-08,0,0,128,64218 days 12:00:00,128
2001-08-09,0,1,127,64218 days 12:00:00,128
2001-08-10,0,0,127,64196 days 12:00:00,127
2001-08-11,1,0,128,64712 days 13:00:00,128
2001-08-12,0,0,128,64712 days 13:00:00,128
2001-08-13,0,0,128,64712 days 13:00:00,128
2001-08-14,0,0,128,64712 days 13:00:00,128
2001-08-15,0,0,128,64712 days 13:00:00,128
2001-08-16,0,0,128,64712 days 13:00:00,128
2001-08-17,0,0,128,64712 days 13:00:00,128
2001-08-18,2,0,130,65730 days 15:00:00,130
2001-08-19,0,0,130,65730 days 15:00:00,130
2001-08-20,0,0,130,65730 days 15:00:00,130
2001-08-21,0,0,130,65730 days 15:00:00,130
2001-08-22,0,0,130,65730 days 15:00:00,130
2001-08-23,0,0,130,65730 days 15:00:00,130
2001-08-24,0,0,130,65730 days 15:00:00,130
2001-08-25,2,0,132,66734 days 17:00:00,132
2001-08-26,1,0,133,66805 days 18:00:00,133
2001-08-27,1,0,134,67305 days 19:00:00,134
2001-08-28,0,0,134,67305 days 19:00:00,134
2001-08-29,0,0,134,67305 days 19:00:00,134
2001-08-30,0,0,134,67305 days 19:00:00,134
2001-08-31,0,0,134,67305 days 19:00:00,134
2001-09-01,0,0,134,67305 days 19:00:00,134
2001-09-02,0,0,134,67305 days 19:00:00,134
2001-09-03,0,0,134,67305 days 19:00:00,134
2001-09-04,0,0,134,67305 days 19:00:00,134
2001-09-05,0,0,134,67305 days 19:00:00,134
2001-09-06,0,0,134,67305 days 19:00:00,134
2001-09-07,0,0,134,67305 days 19:00:00,134
2001-09-08,1,0,135,67793 days 20:00:00,135
2001-09-09,0,0,135,67793 days 20:00:00,135
2001-09-10,0,0,135,67793 days 20:00:00,135
2001-09-11,0,0,135,67793 days 20:00:00,135
2001-09-12,0,0,135,67793 days 20:00:00,135
2001-09-13,0,0,135,67793 days 20:00:00,135
2001-09-14,1,0,136,68275 days 21:00:00,136
2001-09-15,3,0,139,69719 days 00:00:00,139
2001-09-16,0,0,139,69719 days 00:00:00,139
2001-09-17,0,0,139,69719 days 00:00:00,139
2001-09-18,0,0,139,69719 days 00:00:00,139
2001-09-19,0,1,138,69719 days 00:00:00,139
