date,tokenproduced,tokenconsumed,tokenleft,WaitingTime,Count
2018-08-11,2,0,8917,255663,8917
2018-08-12,0,0,8917,264535,8917
2018-08-13,459,390,8986,273345,9376
2018-08-14,530,482,9034,271835,9516
2018-08-15,363,701,8696,267082,9397
2018-08-16,456,657,8495,240361,9152
2018-08-17,383,644,8234,222801,8878
2018-08-18,1,0,8235,218146,8235
2018-08-19,0,0,8235,226335,8235
2018-08-20,373,681,7927,234281,8608
2018-08-21,394,441,7880,226738,8321
2018-08-22,670,433,8117,225311,8550
2018-08-23,339,728,7728,221340,8456
2018-08-24,689,592,7825,204993,8417
2018-08-25,1,0,7826,202033,7826
2018-08-26,1,0,7827,209799,7827
2018-08-27,341,0,8168,217686,8168
2018-08-28,542,364,8346,225841,8710
2018-08-29,788,374,8760,224122,9134
2018-08-30,602,749,8613,224150,9362
2018-08-31,878,676,8815,214592,9491
2018-09-01,20,0,8835,216615,8835
2018-09-02,0,0,8835,225378,8835
2018-09-03,368,221,8982,234216,9203
2018-09-04,406,825,8563,233057,9388
2018-09-05,593,1030,8126,220130,9156
2018-09-06,578,532,8172,200807,8704
2018-09-07,422,887,7707,195152,8594
2018-09-08,0,0,7707,178815,7707
2018-09-09,4,0,7711,186473,7711
2018-09-10,643,393,7961,194122,8354
2018-09-11,568,732,7797,191354,8529
2018-09-12,491,906,7382,176564,8288
2018-09-13,461,665,7178,168152,7843
2018-09-14,418,905,6691,158506,7596
2018-09-15,4,0,6695,146193,6695
2018-09-16,6,0,6701,152839,6701
2018-09-17,428,392,6737,159476,7129
2018-09-18,375,613,6499,155192,7112
2018-09-19,398,475,6422,147983,6897
2018-09-20,456,710,6168,143441,6878
2018-09-21,414,392,6190,136634,6582
2018-09-22,42,0,6232,134900,6232
2018-09-23,0,0,6232,141108,6232
2018-09-24,499,260,6471,147362,6731
2018-09-25,310,602,6179,150714,6781
2018-09-26,463,842,5800,150723,6642
2018-09-27,398,552,5646,146757,6198
2018-09-28,607,496,5757,141586,6253
2018-09-29,70,0,5827,137147,5827
2018-09-30,198,0,6025,142971,6025
2018-10-01,502,526,6001,148951,6527
2018-10-02,446,518,5929,148201,6447
2018-10-03,445,526,5848,142160,6374
2018-10-04,396,471,5773,133545,6244
2018-10-05,469,629,5613,122809,6242
2018-10-06,3,0,5616,120374,5616
2018-10-07,5,0,5621,125967,5621
2018-10-08,517,505,5633,131447,6138
2018-10-09,451,598,5486,126508,6084
2018-10-10,534,300,5720,121334,6020
2018-10-11,417,448,5689,119586,6137
2018-10-12,410,592,5507,110073,6099
2018-10-13,5,0,5512,105418,5512
2018-10-14,2,0,5514,110852,5514
2018-10-15,441,484,5471,116295,5955
2018-10-16,483,517,5437,112058,5954
2018-10-17,489,444,5482,104020,5926
2018-10-18,478,473,5487,99670 days 17:45:00,5960
2018-10-19,494,25,5956,99095 days 19:21:00,5981
2018-10-20,6,0,5962,104953,5962
2018-10-21,1,0,5963,110886,5963
2018-10-22,508,484,5987,116819,6471
2018-10-23,533,345,6175,114511,6520
2018-10-24,508,293,6390,115041,6683
2018-10-25,611,237,6764,116027,7001
2018-10-26,369,138,6995,118482,7133
2018-10-27,54,0,7049,124023,7049
2018-10-28,0,0,7049,131027,7049
2018-10-29,475,722,6802,137771,7524
2018-10-30,697,496,7003,135941,7499
2018-10-31,964,656,7311,137447,7967
2018-11-01,209,778,6742,136847,7520
2018-11-02,396,433,6705,135469,7138
2018-11-03,6,0,6711,139082,6711
2018-11-04,0,0,6711,145738,6711
2018-11-05,349,245,6815,152402,7060
2018-11-06,483,149,7149,156554,7298
2018-11-07,517,473,7193,157785,7666
2018-11-08,664,171,7686,152609,7857
2018-11-09,628,0,8314,150321,8314
2018-11-10,4,0,8318,158547,8318
2018-11-11,0,0,8318,166788,8318
2018-11-12,494,469,8343,174965,8812
2018-11-13,445,547,8241,170980,8788
2018-11-14,633,1168,7706,161213,8874
2018-11-15,400,548,7558,149311,8106
2018-11-16,606,686,7478,145106,8164
2018-11-17,5,0,7483,134865,7483
2018-11-18,0,0,7483,142294,7483
2018-11-19,310,605,7188,149463,7793
2018-11-20,548,609,7127,137459,7736
2018-11-21,529,279,7377,134025,7656
2018-11-22,677,403,7651,136774,8054
2018-11-23,542,378,7815,140636,8193
2018-11-24,10,0,7825,139358,7825
2018-11-25,0,0,7825,147107,7825
2018-11-26,498,351,7972,154874,8323
2018-11-27,300,438,7834,155930,8272
2018-11-28,529,493,7870,157405,8363
2018-11-29,372,373,7869,156674,8242
2018-11-30,954,400,8423,151194,8823
2018-12-01,4,251,8176,154667,8427
2018-12-02,4,0,8180,161199,8180
2018-12-03,491,342,8329,169377,8671
2018-12-04,295,546,8078,168618,8624
2018-12-05,367,788,7657,163780,8445
2018-12-06,486,469,7674,161658,8143
2018-12-07,344,692,7326,156261,8018
2018-12-08,3,0,7329,146873,7329
2018-12-09,0,0,7329,154144,7329
2018-12-10,327,558,7098,161224,7656
2018-12-11,337,490,6945,151391,7435
2018-12-12,220,607,6558,143883,7165
2018-12-13,525,593,6490,137376,7083
2018-12-14,306,355,6441,129316,6796
2018-12-15,5,0,6446,128224,6446
2018-12-16,0,0,6446,134621,6446
2018-12-17,389,636,6199,140854,6835
2018-12-18,416,348,6267,135673,6615
2018-12-19,394,529,6132,131511,6661
2018-12-20,331,396,6067,126871,6463
2018-12-21,291,472,5886,120184,6358
2018-12-22,3,0,5889,116288,5889
2018-12-23,1,0,5890,122138,5890
2018-12-24,41,383,5548,127790,5931
2018-12-25,0,0,5548,125372,5548
2018-12-26,0,0,5548,130882,5548
2018-12-27,214,275,5487,136362,5762
2018-12-28,72,597,4962,137404,5559
2018-12-29,4,0,4966,129454,4966
2018-12-30,2,0,4968,134396,4968
2018-12-31,38,646,4360,138987,5006
2019-01-01,0,0,4360,121438,4360
2019-01-02,82,664,3778,125484,4442
2019-01-03,164,496,3446,107747,3942
2019-01-04,85,610,2921,98095 days 13:20:00,3531
2019-01-05,0,0,2921,85331 days 09:02:00,2921
2019-01-06,0,0,2921,88252 days 09:02:00,2921
2019-01-07,171,406,2686,91024 days 15:23:00,3092
2019-01-08,115,594,2207,81313 days 20:47:00,2801
2019-01-09,151,398,1960,70115 days 10:54:00,2358
2019-01-10,341,398,1903,61150 days 16:59:00,2301
2019-01-11,80,394,1589,52261 days 00:06:00,1983
2019-01-12,75,0,1664,45304 days 22:47:00,1664
2019-01-13,0,0,1664,46968 days 22:47:00,1664
2019-01-14,380,269,1775,48542 days 02:13:00,2044
2019-01-15,52,283,1544,43162 days 07:34:00,1827
2019-01-16,15,997,562,32944 days 20:23:00,1559
2019-01-17,1,562,1,22726 days 09:43:00,563
2019-01-18,0,1,0,2 days 21:27:00,1
