date,tokenproduced,tokenconsumed,tokenleft,WaitingTime,Count
2018-04-27,5,1,54,1146 days 05:48:00,55
2018-04-28,0,0,54,1199 days 13:40:00,54
2018-04-29,0,0,54,1253 days 13:40:00,54
2018-04-30,9,7,56,1306 days 20:09:00,63
2018-05-01,5,1,60,1298 days 14:18:00,61
2018-05-02,8,4,64,1353 days 02:08:00,68
2018-05-03,6,2,68,1295 days 16:09:00,70
2018-05-04,5,5,68,1357 days 14:15:00,73
2018-05-05,0,0,68,1302 days 13:23:00,68
2018-05-06,0,0,68,1370 days 13:23:00,68
2018-05-07,13,1,80,1443 days 23:40:00,81
2018-05-08,4,4,80,1518 days 04:31:00,84
2018-05-09,3,7,76,1575 days 05:25:00,83
2018-05-10,0,6,70,1591 days 04:41:00,76
2018-05-11,0,6,64,1518 days 06:52:00,70
2018-05-12,0,0,64,1526 days 09:52:00,64
2018-05-13,0,0,64,1590 days 09:52:00,64
2018-05-14,0,5,59,1651 days 10:58:00,64
2018-05-15,3,5,57,1594 days 22:30:00,62
2018-05-16,6,3,60,1521 days 12:13:00,63
2018-05-17,1,3,58,1565 days 11:45:00,61
2018-05-18,5,5,58,1511 days 08:29:00,63
2018-05-19,0,0,58,1435 days 08:20:00,58
2018-05-20,1,0,59,1493 days 10:21:00,59
2018-05-21,2,4,57,1551 days 06:32:00,61
2018-05-22,4,9,52,1387 days 16:32:00,61
2018-05-23,5,4,53,1307 days 12:47:00,57
2018-05-24,8,1,60,1270 days 04:00:00,61
2018-05-25,6,4,62,1322 days 18:05:00,66
2018-05-26,0,0,62,1292 days 18:44:00,62
2018-05-27,0,0,62,1354 days 18:44:00,62
2018-05-28,4,7,59,1414 days 04:25:00,66
2018-05-29,6,6,59,1362 days 19:25:00,65
2018-05-30,6,2,63,1301 days 12:15:00,65
2018-05-31,4,7,60,1361 days 13:46:00,67
2018-06-01,1,1,60,1346 days 00:15:00,61
2018-06-02,0,0,60,1399 days 14:53:00,60
2018-06-03,0,0,60,1459 days 14:53:00,60
2018-06-04,5,4,61,1520 days 19:41:00,65
2018-06-05,6,3,64,1446 days 20:48:00,67
2018-06-06,5,2,67,1460 days 17:42:00,69
2018-06-07,2,2,67,1469 days 22:38:00,69
2018-06-08,4,4,67,1529 days 05:08:00,71
2018-06-09,0,0,67,1477 days 10:06:00,67
2018-06-10,0,0,67,1544 days 10:06:00,67
2018-06-11,3,1,69,1611 days 08:51:00,70
2018-06-12,2,13,58,1670 days 19:33:00,71
2018-06-13,7,6,59,1549 days 03:00:00,65
2018-06-14,4,3,60,1587 days 15:14:00,63
2018-06-15,7,2,65,1637 days 12:41:00,67
2018-06-16,0,0,65,1673 days 02:26:00,65
2018-06-17,0,0,65,1738 days 02:26:00,65
2018-06-18,3,6,62,1800 days 05:07:00,68
2018-06-19,4,2,64,1660 days 02:30:00,66
2018-06-20,7,4,67,1697 days 19:32:00,71
2018-06-21,4,1,70,1695 days 01:46:00,71
2018-06-22,6,2,74,1735 days 15:06:00,76
2018-06-23,0,4,70,1805 days 11:09:00,74
2018-06-24,0,0,70,1862 days 08:02:00,70
2018-06-25,3,1,72,1932 days 12:43:00,73
2018-06-26,6,2,76,1978 days 16:00:00,78
2018-06-27,4,2,78,2000 days 08:00:00,80
2018-06-28,4,5,77,1972 days 12:47:00,82
2018-06-29,8,5,80,1888 days 08:48:00,85
2018-06-30,3,0,83,1793 days 05:39:00,83
2018-07-01,0,0,83,1876 days 05:39:00,83
2018-07-02,4,1,86,1960 days 12:52:00,87
2018-07-03,2,1,87,2040 days 08:00:00,88
2018-07-04,5,9,83,2119 days 13:25:00,92
2018-07-05,6,5,84,2001 days 00:04:00,89
2018-07-06,3,9,78,1871 days 05:24:00,87
2018-07-07,0,6,72,1722 days 07:42:00,78
2018-07-08,0,0,72,1742 days 21:46:00,72
2018-07-09,4,4,72,1814 days 16:41:00,76
2018-07-10,3,4,71,1809 days 21:49:00,75
2018-07-11,1,7,65,1640 days 04:45:00,72
2018-07-12,2,3,64,1583 days 19:41:00,67
2018-07-13,7,2,69,1609 days 06:25:00,71
2018-07-14,0,0,69,1636 days 14:04:00,69
2018-07-15,0,0,69,1705 days 14:04:00,69
2018-07-16,4,4,69,1774 days 12:29:00,73
2018-07-17,3,5,67,1746 days 23:40:00,72
2018-07-18,3,4,66,1557 days 18:43:00,70
2018-07-19,8,2,72,1443 days 14:15:00,74
2018-07-20,4,1,75,1457 days 11:31:00,76
2018-07-21,0,0,75,1510 days 21:44:00,75
2018-07-22,0,0,75,1585 days 21:44:00,75
2018-07-23,3,6,72,1659 days 06:32:00,78
2018-07-24,5,7,70,1602 days 04:58:00,77
2018-07-25,3,2,71,1553 days 03:20:00,73
2018-07-26,3,12,62,1566 days 13:42:00,74
2018-07-27,4,2,64,1466 days 07:42:00,66
2018-07-28,0,0,64,1417 days 19:08:00,64
2018-07-29,0,0,64,1481 days 19:08:00,64
2018-07-30,6,1,69,1546 days 20:59:00,70
2018-07-31,6,2,73,1604 days 13:24:00,75
2018-08-01,1,9,65,1660 days 08:20:00,74
2018-08-02,1,3,63,1331 days 22:24:00,66
2018-08-03,3,3,63,1347 days 16:03:00,66
2018-08-04,0,0,63,1363 days 14:32:00,63
2018-08-05,0,0,63,1426 days 14:32:00,63
2018-08-06,5,2,66,1491 days 02:45:00,68
2018-08-07,8,11,63,1494 days 18:59:00,74
2018-08-08,2,2,63,1393 days 04:46:00,65
2018-08-09,5,7,61,1405 days 10:03:00,68
2018-08-10,2,1,62,1426 days 15:37:00,63
2018-08-11,0,0,62,1488 days 02:46:00,62
2018-08-12,0,0,62,1550 days 02:46:00,62
2018-08-13,1,5,58,1609 days 10:36:00,63
2018-08-14,1,2,57,1539 days 07:28:00,59
2018-08-15,2,2,57,1527 days 20:31:00,59
2018-08-16,5,5,57,1439 days 08:53:00,62
2018-08-17,1,2,56,1370 days 12:48:00,58
2018-08-18,0,0,56,1363 days 23:54:00,56
2018-08-19,0,0,56,1419 days 23:54:00,56
2018-08-20,3,6,53,1473 days 18:48:00,59
2018-08-21,3,3,53,1400 days 01:44:00,56
2018-08-22,5,5,53,1415 days 15:45:00,58
2018-08-23,3,4,52,1309 days 17:48:00,56
2018-08-24,5,6,51,1205 days 21:09:00,57
2018-08-25,0,0,51,1137 days 15:18:00,51
2018-08-26,0,0,51,1188 days 15:18:00,51
2018-08-27,5,0,56,1241 days 21:03:00,56
2018-08-28,2,0,58,1299 days 03:52:00,58
2018-08-29,6,2,62,1358 days 09:42:00,64
2018-08-30,2,3,61,1415 days 19:46:00,64
2018-08-31,8,4,65,1463 days 06:51:00,69
2018-09-01,1,0,66,1462 days 15:57:00,66
2018-09-02,0,0,66,1528 days 15:57:00,66
2018-09-03,1,3,64,1593 days 23:56:00,67
2018-09-04,3,3,64,1585 days 21:14:00,67
2018-09-05,9,10,63,1615 days 07:29:00,73
2018-09-06,7,5,65,1320 days 00:52:00,70
2018-09-07,3,6,62,1271 days 16:47:00,68
2018-09-08,0,0,62,1151 days 07:41:00,62
2018-09-09,0,0,62,1213 days 07:41:00,62
2018-09-10,8,3,67,1277 days 02:47:00,70
2018-09-11,3,7,63,1268 days 19:30:00,70
2018-09-12,3,8,58,1102 days 19:54:00,66
2018-09-13,2,6,54,976 days 12:49:00,60
2018-09-14,7,7,54,917 days 05:32:00,61
2018-09-15,0,0,54,837 days 11:10:00,54
2018-09-16,0,0,54,891 days 11:10:00,54
2018-09-17,2,2,54,945 days 04:11:00,56
2018-09-18,3,4,53,968 days 11:07:00,57
2018-09-19,4,6,51,1001 days 14:09:00,57
2018-09-20,3,6,48,887 days 00:43:00,54
2018-09-21,4,3,49,837 days 01:33:00,52
2018-09-22,0,0,49,838 days 13:12:00,49
2018-09-23,0,0,49,887 days 13:12:00,49
2018-09-24,1,4,46,935 days 02:35:00,50
2018-09-25,3,8,41,910 days 06:57:00,49
2018-09-26,5,8,38,788 days 11:41:00,46
2018-09-27,0,4,34,725 days 08:27:00,38
2018-09-28,6,3,37,631 days 21:14:00,40
2018-09-29,0,0,37,561 days 13:01:00,37
2018-09-30,0,0,37,598 days 13:01:00,37
2018-10-01,7,4,40,637 days 00:04:00,44
2018-10-02,1,5,36,672 days 06:28:00,41
2018-10-03,3,2,37,622 days 01:35:00,39
2018-10-04,3,2,38,602 days 05:56:00,40
2018-10-05,4,7,35,602 days 23:18:00,42
2018-10-06,0,0,35,511 days 13:21:00,35
2018-10-07,0,0,35,546 days 13:21:00,35
2018-10-08,4,4,35,581 days 07:08:00,39
2018-10-09,2,1,36,527 days 22:33:00,37
2018-10-10,4,3,37,493 days 22:46:00,40
2018-10-11,3,1,39,449 days 04:50:00,40
2018-10-12,4,8,35,479 days 02:19:00,43
2018-10-13,0,0,35,433 days 07:59:00,35
2018-10-14,0,0,35,468 days 07:59:00,35
2018-10-15,3,5,33,502 days 06:32:00,38
2018-10-16,4,3,34,428 days 18:15:00,37
2018-10-17,5,2,37,426 days 14:24:00,39
2018-10-18,4,4,37,433 days 02:36:00,41
2018-10-19,7,2,42,416 days 04:53:00,44
2018-10-20,0,0,42,455 days 04:22:00,42
2018-10-21,0,0,42,497 days 04:22:00,42
2018-10-22,0,2,40,538 days 05:40:00,42
2018-10-23,2,2,40,563 days 00:21:00,42
2018-10-24,4,0,44,554 days 15:47:00,44
2018-10-25,4,1,47,599 days 17:10:00,48
2018-10-26,9,3,53,625 days 07:56:00,56
2018-10-27,2,0,55,645 days 13:56:00,55
2018-10-28,0,0,55,700 days 13:56:00,55
2018-10-29,3,2,56,755 days 11:03:00,58
2018-10-30,6,5,57,787 days 21:40:00,62
2018-10-31,10,5,62,819 days 17:18:00,67
2018-11-01,2,9,55,807 days 11:10:00,64
2018-11-02,6,0,61,778 days 19:46:00,61
2018-11-03,1,0,62,839 days 20:47:00,62
2018-11-04,0,0,62,901 days 20:47:00,62
2018-11-05,3,1,64,964 days 21:32:00,65
2018-11-06,5,1,68,1023 days 08:48:00,69
2018-11-07,6,4,70,1085 days 05:11:00,74
2018-11-08,6,0,76,1126 days 16:23:00,76
2018-11-09,5,0,81,1204 days 10:04:00,81
2018-11-10,0,0,81,1285 days 10:04:00,81
2018-11-11,0,0,81,1366 days 10:04:00,81
2018-11-12,1,4,78,1446 days 08:22:00,82
2018-11-13,5,7,76,1452 days 03:16:00,83
2018-11-14,5,9,72,1349 days 05:36:00,81
2018-11-15,5,7,70,1304 days 09:24:00,77
2018-11-16,2,6,66,1153 days 12:53:00,72
2018-11-17,0,0,66,1093 days 18:07:00,66
2018-11-18,0,0,66,1159 days 18:07:00,66
2018-11-19,1,8,59,1221 days 22:30:00,67
2018-11-20,5,8,56,1024 days 13:58:00,64
2018-11-21,6,0,62,827 days 07:33:00,62
2018-11-22,8,4,66,889 days 04:54:00,70
2018-11-23,5,6,65,888 days 22:42:00,71
2018-11-24,0,0,65,859 days 03:29:00,65
2018-11-25,0,0,65,924 days 03:29:00,65
2018-11-26,9,4,70,990 days 00:34:00,74
2018-11-27,3,3,70,1016 days 07:59:00,73
2018-11-28,9,1,78,1052 days 02:26:00,79
2018-11-29,1,2,77,1127 days 18:13:00,79
2018-11-30,8,4,81,1177 days 17:15:00,85
2018-12-01,0,2,79,1209 days 20:37:00,81
2018-12-02,0,0,79,1270 days 00:56:00,79
2018-12-03,3,4,78,1349 days 02:09:00,82
2018-12-04,3,8,73,1331 days 01:47:00,81
2018-12-05,1,9,65,1287 days 04:25:00,74
2018-12-06,3,4,64,1237 days 18:53:00,68
2018-12-07,4,7,61,1204 days 01:47:00,68
2018-12-08,0,0,61,1043 days 23:40:00,61
2018-12-09,0,0,61,1104 days 23:40:00,61
2018-12-10,3,4,60,1165 days 16:08:00,64
2018-12-11,5,3,62,1112 days 00:08:00,65
2018-12-12,2,3,61,1086 days 18:49:00,64
2018-12-13,2,6,57,1067 days 16:54:00,63
2018-12-14,2,1,58,979 days 07:35:00,59
2018-12-15,0,0,58,1034 days 02:44:00,58
2018-12-16,0,0,58,1092 days 02:44:00,58
2018-12-17,4,4,58,1149 days 17:29:00,62
2018-12-18,4,5,57,1144 days 06:19:00,62
2018-12-19,4,10,51,1043 days 10:33:00,61
2018-12-20,5,0,56,996 days 07:35:00,56
2018-12-21,2,5,53,1049 days 17:56:00,58
2018-12-22,0,0,53,1027 days 20:43:00,53
2018-12-23,0,0,53,1080 days 20:43:00,53
2018-12-24,0,4,49,1131 days 17:47:00,53
2018-12-25,0,0,49,1139 days 15:35:00,49
2018-12-26,0,0,49,1188 days 15:35:00,49
2018-12-27,1,2,48,1237 days 11:55:00,50
2018-12-28,0,5,43,1252 days 09:51:00,48
2018-12-29,0,0,43,1211 days 14:21:00,43
2018-12-30,0,0,43,1254 days 14:21:00,43
2018-12-31,1,5,39,1295 days 02:01:00,44
2019-01-01,0,0,39,1172 days 02:10:00,39
2019-01-02,0,10,29,1206 days 09:25:00,39
2019-01-03,2,7,24,898 days 19:03:00,31
2019-01-04,0,3,21,721 days 11:09:00,24
2019-01-05,0,0,21,658 days 20:45:00,21
2019-01-06,0,0,21,679 days 20:45:00,21
2019-01-07,2,3,20,700 days 18:08:00,23
2019-01-08,2,2,20,652 days 00:43:00,22
2019-01-09,3,5,18,617 days 16:02:00,23
2019-01-10,5,1,22,422 days 15:24:00,23
2019-01-11,0,3,19,409 days 00:59:00,22
2019-01-12,0,0,19,341 days 15:47:00,19
2019-01-13,0,0,19,360 days 15:47:00,19
2019-01-14,1,5,15,377 days 12:26:00,20
2019-01-15,0,4,11,271 days 08:17:00,15
2019-01-16,0,7,4,155 days 13:02:00,11
2019-01-17,0,4,0,120 days 22:23:00,4
